sample_id,date,year,month,month_num,season,location,latitude,longitude,tide_type,tide_phase,sampling_start,sampling_end,time,hour,interval_hr,weather,wind_speed_kmh,wind_direction,water_temp_c,depth_m,ph,ec_ms_cm,salinity_ppt,do_mg_l,orp_mv,turbidity_ntu,tds_ppt,tss_mg_l,nh3_n_mg_l,nitrate_mg_l,sulphate_mg_l,phosphate_mg_l,alkalinity_mg_l,hardness_titration_ml,hardness_total_mg_l,fe_mg_l,oil_grease_mg_l,remarks
J_122_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,9:00 AM,9,2,Sunny,28.9,S,26.85,7.7,7.77,22.53,13.57,6.89,66.1,84.6,11.28,127,1.9,4.5,813,0.1,90,266,1330,0.24,65.6,High current
J_123_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,11:00 AM,11,2,Sunny,20.8,S,26.89,9.1,7.76,24.35,14.75,6.76,65.5,270,12.19,390,2.04,4,907,0.2,100,281,1405,0.09,65.3,N/A
J_124_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,1:00 PM,1,2,Suuny,11.4,SW,27.28,9.2,7.81,23.57,14.24,6.7,63.9,137,11.8,140,2.54,4.1,907,0.1,100,279,1395,0.18,55.4,Fishing activity in upstream
J_125_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,3:00 PM,3,2,Sunny,11.6,W,27.27,7.9,7.83,23.55,14.22,6.73,63.6,79.5,11.75,114,2.6,3.9,880,0.1,90,263,1315,0.17,71.4,Dredging at bankside
J_126_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,5:00 PM,5,2,Sunny,28.9,S,26.96,6.5,7.8,23.6,14.24,6.74,64.8,385,11.8,546,2.05,2.2,880,0.1,80,265,1325,0.24,63.2,N/A
J_127_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,7:30 AM,7.5,2,Sunny,12.9,S,30.26,8.9,7.77,27.2,16.57,5.95,47.9,32,13.6,28,3.24,4.2,960,0.3,70,238,1190,0.05,107.7,N/A
J_128_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,13.4,S,30.31,8,7.72,27.19,16.56,5.78,50.2,30.1,13.6,21,3.57,4,980,0.2,90,250,1250,0.04,42.4,N/A
J_129_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,15.4,S,30.81,7.8,7.73,27.26,16.6,5.92,105.4,23,13.63,22,2.88,7.5,1040,0.1,80,290,1450,0.04,78.7,N/A
J_130_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,1:00 PM,1,2,Sunny,16.2,S,31.62,6.8,7.83,27.5,16.74,6.1,47.5,15.29,13.72,17,3.02,5.2,1020,0.1,110,315,1575,0.07,35.9,N/A
J_131_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Sunny,20.5,S,31.54,7.3,7.83,27.57,16.8,6.35,50.4,22.8,13.78,24,3.16,3.8,1040,0.3,100,285,1425,0.07,48.1,N/A
J_132_4_17_2024,4/17/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,19,S,31.2,8.2,7.74,27.27,16.6,6.21,54.3,35.9,13.64,40,3.1,5.6,1000,0.3,90,355,1775,0.12,82.7,N/A
J_133_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,7:00 AM,7,2,Light cloudy,5.5,S,31.35,7,7.87,27.96,17.06,6.68,35,289,13.98,174,3.04,4.2,1020,0.3,110,350,1750,0.09,86.6,Fertilizer ship passed
J_134_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,9.1,S,31.37,7.9,7.79,27.79,16.94,6.71,40.6,223,13.9,279,2.88,5.7,1020,0.3,90,347,1735,0.17,66.1,N/A
J_135_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,1.1,S,31.24,9.5,7.78,28.21,17.23,6.68,41,52.2,14.11,81,2.92,4.7,1020,0.3,90,354,1770,0.05,47.2,Ship passed
J_136_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,1:00 PM,1,2,Sunny,0.7,S,31.6,9,7.81,25.07,15.19,6.75,37.2,48.9,12.54,46,2.11,5.1,840,0.3,80,351,1755,0.08,79.2,Ship passed
J_137_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,11.2,N,33.26,7.9,7.85,27.71,16.71,7.11,40.2,25.9,13.87,44,2.51,6.3,960,0.4,100,347,1735,0.06,33.8,N/A
J_138_4_22_2024,4/22/2024,2024,April,4,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,2.5,N,31.71,6.8,7.78,27.87,17,6.68,40.7,351,13.94,581,2.6,4.6,1080,0.3,90,349,1745,0.13,17.8,N/A
J_139_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,7:30 AM,7.5,2,Sunny,19,SE,31.19,8.5,7.66,29.11,17.84,6.96,62.6,537,14.56,718,2.65,6.8,117,0.4,110,330,1650,0.02,86.1,High current
J_140_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,9:00 AM,9,2,Cloudy,28.5,VE,31.18,9.2,7.79,29,17.77,6.8,59.7,589,14.51,778,2.94,4.5,112,0.5,90,332,1660,0.05,49.5,N/A
J_141_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,11:00 AM,11,2,Sunny,14.6,NE,31.43,9.4,7.86,29.4,18.03,6.69,55.3,195,14.68,247,3.11,4.8,121,0.4,100,330,1650,0.02,50.8,"LPG, Cargo ship passed"
J_142_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,1:00 PM,1,2,Sunny,8.1,NE,31.53,8.9,7.83,29.17,17.86,6.6,57,54.2,14.58,85,1.46,5.3,117,0.3,80,244,1220,0.03,53.2,N/A
J_143_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,3:00 PM,3,2,Sunny,10.6,NE,32.17,7.7,7.93,27.34,16.61,7.04,48.3,34.2,13.66,51,2.78,5,116,0.3,90,302,1510,0.03,57.9,N/A
J_144_5_7_2024,5/7/2024,2024,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,5:00 PM,5,2,Sunny,11.1,NE,31.27,6.3,7.86,29,17.76,6.56,53,430,14.5,506,3.11,5.5,120,0.4,100,328,1640,0.02,60.2,Boat passed
